OFC
OFCc
PL
OFC
OFCc
PL
OFC
OFCc
PL
OFC
OFCc
PL
OFC
OFCc
PL
OFC
OFCc
PL
OFC
OFCc
OFC
OFCc
PL
VS
cortex
VS
cortex
VS
cortex
VS
cortex
HDB
VS
cortex
VS
cortex
HDB
VS
cortex
HDB
MD
VM
MD
VM
MD
VM
BLA
cortex
MD
VM
BLA
MD
VM
BLA
BLA
cortex
MD
VM
MD
VM
BLA
cortex
thal
BLA
cortex
thal
cortex
VTA
cortex
VTA
cortex
VTA
cortex
cortex
cortex
VTA
cortex
cortex
VTA
cortex
VTA
N
cortex
VTA
PAG
SC
MLR
cortex
PAG
SC
MLR
SC
MLR
PAG
SC
PAG
PAG
PAG
DR
DR
DR
DR
DR
LC
OFC
OFCc
thal
thal
VTA
VTA
